SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0153,Dairy Product 129,Dairy,B,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH2680,06/06/2025,22/04/2025,30/06/2025,95,463,39,34,1,0,"34,54",1.27,"13,40",368,126,7,"$2,22","$2,18","$1.027,21","2,24","11,00","84,84%",FIFO,Expiring Soon,1,04/08/2025,"-2,91%","63,90%",High return rate
SKU0154,Meat Product 464,Meat,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH4637,21/05/2025,30/03/2025,28/05/2025,111,474,86,66,3,0,"34,64",967,"13,68",162,58,3,"$3,54","$3,44","$1.675,87","2,19","12,00","95,46%",FEFO,Expiring Soon,1,27/07/2025,"-0,82%","78,60%",
SKU0155,Bakery Product 203,Bakery,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH2337,11/07/2025,18/06/2025,16/07/2025,60,642,9,28,0,0,"55,89",1.696,"11,49",422,143,5,"$2,36","$2,27","$1.516,15","2,61","16,00","81,54%",FIFO,Expiring Soon,-5,06/09/2025,"-2,91%","83,09%",
SKU0156,Fresh Product 366,Fresh Produce,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH5700,05/08/2025,08/06/2025,08/08/2025,35,224,52,12,1,1,"21,47",577,"10,43",99,35,3,"$0,82","$0,87","$182,60","2,88","10,00","92,56%",FEFO,Expiring Soon,4,12/06/2025,"-1,76%","80,77%",
SKU0157,Beverages Product 241,Beverages,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH1311,08/09/2025,23/08/2025,17/02/2027,1,1,180,46,0,2,"77,75",2.856,"14,11",1.176,398,10,"$5,50","$5,95","$6.028,45","2,13","20,00","85,68%",FIFO,Low Stock,5,21/08/2025,"3,95%","67,73%",
SKU0158,Beverages Product 271,Beverages,A,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH5934,28/06/2025,21/06/2025,27/10/2027,73,687,43,120,2,2,"82,42",3.167,"8,34",497,167,4,"$4,18","$4,71","$2.873,31","3,60","31,00","81,08%",FIFO,In Stock,0,10/08/2025,"-5,93%","62,53%",
SKU0159,Household Product 235,Household,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH9782,05/05/2025,04/05/2025,08/09/2029,127,52,12,2,3,1,"9,24",195,"5,63",18,9,1,"$16,17","$16,43","$841,07","5,33","3,00","93,73%",FIFO,In Stock,-4,22/08/2025,"4,45%","68,27%",
SKU0160,Fresh Product 181,Fresh Produce,B,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH2402,26/05/2025,23/04/2025,31/05/2025,106,719,111,103,1,2,"46,13",1.519,"15,59",208,70,3,"$2,00","$1,81","$1.438,14","1,92","15,00","77,62%",FEFO,Expiring Soon,1,01/09/2025,"-5,86%","73,18%",
SKU0161,Pantry Product 403,Pantry,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH8702,04/09/2025,02/09/2025,11/11/2028,5,164,32,41,1,1,"13,56",495,"12,09",47,20,2,"$9,20","$9,17","$1.508,73","2,48","6,00","83,30%",FEFO,In Stock,0,24/07/2025,"1,77%","93,01%",
SKU0162,Fresh Product 404,Fresh Produce,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH2698,10/07/2025,22/05/2025,24/07/2025,61,616,164,105,2,1,"37,33",1.229,"16,50",117,42,2,"$2,41","$2,59","$1.483,76","1,82","10,00","90,62%",FEFO,Expiring Soon,2,23/08/2025,"-5,63%","90,97%",Temperature controlled
SKU0163,Seafood Product 330,Seafood,B,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH3986,15/03/2025,23/01/2025,25/03/2025,178,154,5,21,0,2,"13,54",447,"11,37",49,22,2,"$6,79","$6,45","$1.045,43","2,64","10,00","83,74%",FIFO,Expiring Soon,0,01/09/2025,"0,28%","63,58%",
SKU0164,Personal Product 19,Personal Care,B,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH1686,29/08/2025,09/08/2025,11/10/2027,11,88,16,10,1,2,"8,30",288,"10,60",17,9,1,"$14,41","$13,80","$1.267,88","2,83","7,00","99,23%",FEFO,In Stock,0,06/07/2025,"-9,71%","61,48%",
SKU0165,Household Product 243,Household,B,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH5687,28/03/2025,06/03/2025,23/04/2027,165,63,33,18,1,1,"9,40",298,"6,70",143,49,10,"$15,26","$15,03","$961,14","4,48","6,00","84,76%",FIFO,Low Stock,-4,18/06/2025,"0,55%","62,03%",
SKU0166,Dairy Product 189,Dairy,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH6554,20/05/2025,09/05/2025,08/06/2025,112,203,122,81,2,1,"42,74",1.028,"4,75",264,93,4,"$3,01","$3,24","$611,19","6,32","19,00","90,64%",FEFO,Low Stock,-3,13/06/2025,"-0,9%","60,73%",
SKU0167,Personal Product 266,Personal Care,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH8055,24/05/2025,16/04/2025,01/11/2026,108,206,51,20,0,0,"20,27",460,"10,16",66,25,2,"$21,00","$23,28","$4.326,49","2,95","7,00","87,60%",FIFO,In Stock,0,02/07/2025,"2,85%","82,58%",
SKU0168,Fresh Product 168,Fresh Produce,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH7981,18/05/2025,08/05/2025,30/05/2025,114,465,273,136,1,0,"78,21",2.297,"5,95",120,42,1,"$1,40","$1,27","$652,63","5,05","17,00","71,98%",FEFO,Expiring Soon,0,27/07/2025,"7,95%","92,20%",
SKU0169,Beverages Product 467,Beverages,A,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH1939,21/05/2025,17/05/2025,04/12/2027,111,753,102,108,0,0,"82,06",2.655,"9,18",250,86,2,"$7,81","$7,88","$5.879,20","3,27","26,00","78,92%",FEFO,In Stock,-4,25/07/2025,"0,6%","68,35%",
SKU0170,Beverages Product 82,Beverages,B,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH8179,07/04/2025,05/04/2025,24/01/2030,155,201,42,18,1,1,"18,67",393,"10,77",201,70,7,"$7,81","$7,96","$1.569,39","2,79","9,00","86,14%",FIFO,Low Stock,0,01/09/2025,"5,61%","66,62%",
SKU0171,Pantry Product 186,Pantry,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH3513,01/09/2025,20/07/2025,22/01/2030,8,216,19,30,0,2,"20,26",739,"10,66",100,39,3,"$14,88","$15,22","$3.213,89","2,81","7,00","86,75%",FEFO,In Stock,-1,24/07/2025,"-0,34%","75,46%",
SKU0172,Beverages Product 294,Beverages,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH6150,08/06/2025,28/04/2025,31/08/2028,93,253,132,29,0,0,"49,98",1.491,"5,06",381,131,5,"$4,72","$4,40","$1.193,83","5,93","24,00","87,01%",FEFO,Low Stock,2,09/08/2025,"7,09%","75,45%",
SKU0173,Fresh Product 96,Fresh Produce,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH2929,02/06/2025,17/05/2025,13/06/2025,99,237,91,89,0,0,"32,84",1.206,"7,22",202,71,4,"$1,53","$1,44","$362,44","4,16","9,00","95,68%",FEFO,Expiring Soon,-2,11/06/2025,"3,46%","69,49%",
SKU0174,Personal Product 147,Personal Care,A,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH2213,09/08/2025,12/07/2025,13/05/2027,31,119,39,9,1,0,"16,06",406,"7,41",32,16,1,"$19,88","$22,46","$2.365,37","4,05","7,00","99,49%",FIFO,In Stock,-1,15/07/2025,"-9,2%","94,52%",
SKU0175,Household Product 496,Household,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH9882,24/08/2025,06/08/2025,23/09/2029,16,72,20,14,1,0,"8,56",223,"8,41",60,26,4,"$15,50","$15,77","$1.116,31","3,57","6,00","83,74%",FEFO,In Stock,-6,20/08/2025,"5,47%","92,41%",
SKU0176,Personal Product 327,Personal Care,A,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH2988,02/05/2025,20/04/2025,04/08/2027,130,310,81,78,0,0,"22,96",490,"13,50",74,28,2,"$19,40","$20,21","$6.014,78","2,22","9,00","88,04%",FIFO,In Stock,2,10/08/2025,"8,58%","91,42%",
SKU0177,Fresh Product 284,Fresh Produce,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH3126,13/05/2025,04/04/2025,24/05/2025,119,326,73,15,1,2,"28,82",1.017,"11,31",609,206,14,"$1,79","$1,92","$584,42","2,65","11,00","77,08%",FIFO,Low Stock,-2,01/09/2025,"0,86%","70,57%",
SKU0178,Personal Product 369,Personal Care,B,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH2208,27/05/2025,19/05/2025,11/09/2028,105,56,0,13,1,3,"7,55",213,"7,42",26,11,2,"$17,84","$20,09","$999,06","4,04","5,00","75,62%",FEFO,In Stock,2,19/06/2025,"6,35%","93,61%",Fragile
SKU0179,Beverages Product 177,Beverages,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH3981,30/03/2025,09/02/2025,15/07/2029,163,529,61,65,1,0,"35,53",1.15,"14,89",219,77,4,"$1,64","$1,76","$867,61","2,01","12,00","71,33%",FIFO,In Stock,-1,16/07/2025,9%,"82,18%",
SKU0180,Household Product 426,Household,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH3697,01/08/2025,22/07/2025,14/04/2028,39,8,2,2,0,0,"1,29",40,"6,20",17,11,5,"$4,75","$4,75","$37,99","4,84","1,00","98,93%",FEFO,Low Stock,3,11/06/2025,"-3,46%","77,63%",
SKU0181,Personal Product 266,Personal Care,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH5496,07/07/2025,29/06/2025,13/08/2027,64,41,6,4,1,0,"2,61",93,"15,71",22,12,4,"$5,60","$5,28","$229,72","1,91","1,00","98,61%",FEFO,In Stock,0,23/06/2025,"1,36%","97,38%",
SKU0182,Frozen Product 87,Frozen,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH6531,01/08/2025,09/06/2025,12/03/2026,39,155,72,38,0,1,"18,68",410,"8,30",62,25,2,"$4,02","$4,52","$622,88","3,62","7,00","87,01%",FIFO,In Stock,-4,06/09/2025,"4,9%","81,18%",Temperature controlled
SKU0183,Meat Product 108,Meat,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH9159,04/04/2025,07/02/2025,09/04/2025,158,206,42,43,2,2,"31,70",855,"6,50",195,68,4,"$9,50","$9,29","$1.956,96","4,62","15,00","77,05%",FEFO,Expiring Soon,-2,19/06/2025,-5%,"95,27%",
SKU0184,Frozen Product 413,Frozen,B,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH1981,16/05/2025,06/05/2025,30/11/2025,116,403,71,10,3,0,"39,13",1.196,"10,30",302,106,5,"$4,59","$4,49","$1.848,20","2,91","11,00","78,50%",FEFO,In Stock,2,18/07/2025,"-1,24%","80,44%",
SKU0185,Dairy Product 311,Dairy,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH6658,20/06/2025,26/05/2025,20/07/2025,81,48,2,4,0,0,"4,66",130,"10,30",23,14,2,"$2,58","$2,52","$123,85","2,91","2,00","79,29%",FIFO,Expiring Soon,0,24/07/2025,"6,73%","72,03%",
SKU0186,Fresh Product 124,Fresh Produce,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH5061,03/07/2025,24/06/2025,13/07/2025,68,339,7,114,1,0,"63,57",1.622,"5,33",104,40,1,"$0,39","$0,44","$133,80","5,63","22,00","79,10%",FIFO,Expiring Soon,2,03/09/2025,"-1,37%","92,08%",
SKU0187,Bakery Product 316,Bakery,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH6123,31/07/2025,19/07/2025,04/08/2025,40,238,59,15,3,1,"24,79",723,"9,60",192,68,5,"$2,51","$2,53","$596,33","3,12","7,00","96,17%",FIFO,Expiring Soon,3,08/07/2025,"-7,35%","89,65%",
SKU0188,Frozen Product 451,Frozen,B,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH7442,04/09/2025,03/08/2025,26/03/2026,5,277,24,74,0,0,"25,85",579,"10,72",201,72,5,"$3,94","$4,34","$1.091,08","2,80","7,00","97,34%",FEFO,In Stock,0,10/08/2025,"-8,95%","68,93%",
SKU0189,Seafood Product 26,Seafood,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH5681,10/04/2025,07/03/2025,20/04/2025,152,95,40,30,2,1,"13,18",341,"7,21",64,24,3,"$4,78","$5,46","$453,92","4,16","3,00","82,57%",FIFO,Expiring Soon,-3,27/08/2025,"0,88%","94,36%",
SKU0190,Personal Product 373,Personal Care,A,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH7563,08/06/2025,05/06/2025,08/09/2026,93,145,26,28,5,0,"20,34",550,"7,13",97,36,3,"$20,86","$19,21","$3.024,61","4,21","7,00","77,91%",FIFO,In Stock,-2,25/07/2025,"-5,78%","74,99%",
SKU0191,Fresh Product 259,Fresh Produce,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH2946,30/06/2025,22/06/2025,12/07/2025,71,300,76,50,0,1,"35,63",896,"8,42",273,95,5,"$1,09","$1,06","$328,32","3,56","10,00","94,37%",FIFO,Expiring Soon,-1,21/07/2025,"7,72%","75,63%",
SKU0192,Personal Product 286,Personal Care,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH9341,21/07/2025,26/06/2025,05/12/2029,50,116,34,14,1,0,"20,78",500,"5,58",158,54,5,"$16,93","$15,36","$1.963,35","5,37","12,00","82,67%",FIFO,Low Stock,3,04/09/2025,"-1,11%","73,37%",Promotional item
SKU0193,Household Product 266,Household,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH3290,07/04/2025,18/03/2025,25/02/2029,155,37,3,0,1,2,"3,45",104,"10,72",16,6,3,"$5,94","$6,31","$219,75","2,80","1,00","72,75%",FEFO,In Stock,0,20/08/2025,"5,62%","62,32%",
SKU0194,Pantry Product 432,Pantry,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH9351,15/06/2025,12/05/2025,18/04/2029,86,29,8,7,1,0,"4,92",179,"5,89",75,26,10,"$14,47","$15,28","$419,58","5,09","3,00","97,40%",FEFO,Low Stock,-1,11/06/2025,"4,94%","61,71%",
SKU0195,Frozen Product 9,Frozen,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH7824,21/03/2025,12/02/2025,15/10/2025,172,139,95,5,0,1,"24,34",758,"5,71",82,33,2,"$3,32","$3,79","$462,01","5,25","7,00","91,08%",FEFO,In Stock,0,13/06/2025,"-8,99%","79,01%",
SKU0196,Pantry Product 136,Pantry,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH8871,13/07/2025,03/07/2025,26/10/2026,58,201,37,34,0,0,"16,24",611,"12,38",124,43,5,"$4,61","$4,82","$927,07","2,42","3,00","90,20%",FEFO,In Stock,3,22/08/2025,"-4,93%","72,38%",
SKU0197,Meat Product 294,Meat,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH6139,05/09/2025,10/08/2025,24/09/2025,4,326,40,73,1,0,"33,82",766,"9,64",204,69,4,"$10,98","$9,92","$3.578,96","3,11","17,00","93,96%",FIFO,In Stock,0,19/07/2025,"-3,55%","90,98%",
SKU0198,Bakery Product 397,Bakery,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH3262,25/08/2025,23/07/2025,01/09/2025,15,393,19,33,1,1,"47,64",1.346,"8,25",76,28,1,"$1,84","$1,93","$724,73","3,64","19,00","73,93%",FIFO,Expiring Soon,0,30/06/2025,"6,25%","85,56%",
SKU0199,Beverages Product 270,Beverages,B,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH9734,27/07/2025,06/07/2025,22/02/2029,44,246,39,36,1,2,"14,58",508,"16,87",159,57,7,"$5,13","$5,90","$1.262,64","1,78","6,00","78,33%",FEFO,In Stock,2,15/06/2025,"-8,15%","71,69%",
SKU0200,Beverages Product 330,Beverages,B,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH5038,09/05/2025,22/04/2025,06/06/2027,123,370,93,21,3,1,"29,23",957,"12,66",50,21,1,"$2,53","$2,60","$934,25","2,37","19,00","97,45%",FEFO,In Stock,0,12/08/2025,"-4,56%","65,85%",
SKU0201,Personal Product 395,Personal Care,B,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH9011,17/03/2025,25/02/2025,27/02/2030,176,111,0,7,0,2,"8,37",200,"13,26",59,26,4,"$17,00","$16,91","$1.886,98","2,26","5,00","96,06%",FEFO,In Stock,3,27/07/2025,"-8,76%","85,01%",
SKU0202,Personal Product 370,Personal Care,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH9899,09/08/2025,16/07/2025,26/10/2029,31,73,40,10,0,1,"10,29",328,"7,09",115,43,7,"$10,55","$11,20","$769,87","4,23","3,00","81,56%",FEFO,Low Stock,0,27/07/2025,"9,09%","82,11%",
SKU0203,Household Product 149,Household,B,S001,PT Segar Makmur,WHSBY,Surabaya - Sidoarjo,BATCH8247,20/08/2025,10/07/2025,29/07/2028,20,278,47,25,2,3,"14,95",354,"18,60",70,25,3,"$3,67","$3,58","$1.020,79","1,61","9,00","75,92%",FEFO,In Stock,3,10/07/2025,"0,6%","66,54%",
SKU0204,Household Product 139,Household,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH4920,05/08/2025,21/07/2025,16/03/2027,35,145,43,8,3,1,"16,04",472,"9,04",127,47,5,"$6,64","$6,52","$963,19","3,32","4,00","93,18%",FIFO,In Stock,-1,16/06/2025,"-2,12%","76,06%",
SKU0205,Meat Product 120,Meat,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH8739,27/05/2025,21/05/2025,11/06/2025,105,171,7,40,3,0,"14,99",559,"11,41",28,13,1,"$7,99","$7,44","$1.366,00","2,63","4,00","84,85%",FIFO,Expiring Soon,-4,09/09/2025,"-6,21%","91,74%",
SKU0206,Personal Product 81,Personal Care,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH4267,10/05/2025,23/03/2025,01/01/2030,122,60,17,7,2,3,"6,24",152,"9,62",25,13,2,"$1,98","$2,08","$118,94","3,12","4,00","89,66%",FEFO,In Stock,0,30/07/2025,"-5,59%","62,26%",
SKU0207,Fresh Product 394,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH1611,12/07/2025,15/05/2025,23/07/2025,59,322,60,38,2,0,"38,14",901,"8,44",63,25,1,"$0,48","$0,49","$153,34","3,55","7,00","86,93%",FIFO,Expiring Soon,-3,18/07/2025,"-0,33%","79,22%",
SKU0208,Dairy Product 471,Dairy,B,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH5742,06/05/2025,11/03/2025,18/05/2025,126,646,109,191,0,0,"53,05",1.232,"12,18",88,35,1,"$2,61","$2,54","$1.686,90","2,46","15,00","99,19%",FIFO,Expiring Soon,1,08/09/2025,"-8,46%","79,71%",
SKU0209,Pantry Product 476,Pantry,A,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH9901,16/05/2025,13/04/2025,19/12/2029,116,247,28,20,0,2,"28,52",934,"8,66",52,23,1,"$10,36","$9,47","$2.558,77","3,46","7,00","84,47%",FEFO,In Stock,0,23/08/2025,"-3,38%","82,03%",
SKU0210,Frozen Product 99,Frozen,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH5215,30/07/2025,15/06/2025,23/05/2026,41,22,11,2,0,1,"4,45",149,"4,94",22,9,3,"$2,19","$2,31","$48,10","6,07","3,00","91,82%",FIFO,Low Stock,0,08/09/2025,"2,95%","96,54%",
SKU0211,Household Product 291,Household,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH7643,06/04/2025,13/02/2025,04/11/2029,156,16,1,3,1,1,"1,32",38,"12,12",10,6,3,"$12,44","$13,89","$199,03","2,48","2,00","99,40%",FEFO,In Stock,-2,06/07/2025,"-8,81%","80,85%",
SKU0212,Bakery Product 49,Bakery,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH5064,10/05/2025,10/05/2025,14/05/2025,122,289,82,138,1,0,"48,26",1.583,"5,99",224,79,3,"$0,97","$1,02","$281,28","5,01","15,00","72,04%",FEFO,Expiring Soon,-3,22/07/2025,"8,77%","67,55%",
SKU0213,Beverages Product 489,Beverages,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH1187,13/04/2025,28/03/2025,29/06/2029,149,205,52,12,0,4,"26,94",630,"7,61",211,76,5,"$6,65","$7,31","$1.364,17","3,94","6,00","78,43%",FEFO,Low Stock,3,13/06/2025,"4,7%","69,93%",
SKU0214,Beverages Product 239,Beverages,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH9233,29/05/2025,31/03/2025,03/04/2030,103,54,9,6,0,0,"4,35",142,"12,41",8,4,1,"$5,93","$6,40","$320,21","2,42","2,00","87,35%",FEFO,In Stock,-3,13/06/2025,"-2,77%","70,47%",Promotional item
SKU0215,Bakery Product 114,Bakery,B,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH8454,10/05/2025,24/03/2025,13/05/2025,122,529,144,21,1,1,"45,01",1.395,"11,75",136,46,2,"$1,61","$1,55","$849,73","2,55","15,00","72,41%",FEFO,Expiring Soon,-2,18/07/2025,"-6,03%","82,34%",
SKU0216,Personal Product 388,Personal Care,C,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH2341,08/07/2025,05/06/2025,01/05/2030,63,20,10,3,0,1,"5,12",160,"3,91",58,22,7,"$2,47","$2,62","$49,37","7,68","5,00","95,95%",FEFO,Low Stock,-4,04/07/2025,"3,38%","85,20%",
SKU0217,Fresh Product 289,Fresh Produce,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH4312,22/04/2025,17/03/2025,03/05/2025,140,198,54,22,4,0,"22,33",843,"8,87",242,86,7,"$0,41","$0,41","$80,84","3,38","7,00","79,69%",FIFO,Low Stock,-1,19/08/2025,"-2,87%","83,57%",
SKU0218,Pantry Product 60,Pantry,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH9361,07/05/2025,09/04/2025,09/11/2026,125,61,15,18,1,1,"6,29",178,"9,70",31,12,3,"$1,10","$1,11","$67,14","3,09","4,00","92,16%",FIFO,In Stock,2,13/07/2025,"2,9%","70,23%",Fragile
SKU0219,Frozen Product 30,Frozen,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH1356,21/03/2025,24/02/2025,04/12/2025,172,169,35,62,6,0,"42,61",1.605,"3,97",72,29,1,"$7,28","$6,70","$1.230,15","7,56","19,00","96,90%",FEFO,In Stock,-2,09/09/2025,2%,"93,11%",
SKU0220,Pantry Product 24,Pantry,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH9866,14/03/2025,11/03/2025,22/07/2026,179,216,47,9,0,0,"25,75",580,"8,39",80,28,2,"$1,73","$1,59","$374,41","3,58","13,00","95,36%",FIFO,In Stock,2,11/07/2025,"-6,46%","85,94%",Fragile
SKU0221,Dairy Product 70,Dairy,C,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH7184,04/06/2025,11/05/2025,25/06/2025,97,187,45,4,1,1,"15,41",353,"12,13",94,32,4,"$3,87","$3,93","$723,75","2,47","7,00","96,15%",FIFO,Expiring Soon,5,14/06/2025,"6,57%","91,88%",
SKU0222,Household Product 69,Household,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH7439,26/07/2025,23/06/2025,30/07/2029,45,274,66,11,0,0,"19,27",424,"14,22",298,105,10,"$1,42","$1,33","$389,16","2,11","5,00","73,60%",FIFO,Low Stock,-2,12/08/2025,"9,55%","69,71%",
SKU0223,Beverages Product 153,Beverages,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH7214,24/05/2025,02/04/2025,17/05/2029,108,62,3,21,1,0,"8,19",268,"7,57",53,20,4,"$3,44","$3,46","$213,51","3,96","4,00","79,47%",FIFO,In Stock,0,09/08/2025,"5,7%","75,92%",
SKU0224,Dairy Product 97,Dairy,A,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH1256,24/03/2025,09/03/2025,13/04/2025,169,787,112,62,1,4,"59,76",1.558,"13,17",185,65,2,"$2,71","$3,02","$2.130,72","2,28","24,00","95,85%",FIFO,Expiring Soon,0,01/09/2025,"-7,89%","91,24%",Seasonal SKU
SKU0225,Frozen Product 345,Frozen,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH8191,29/08/2025,15/08/2025,07/06/2026,11,76,40,18,3,0,"13,13",356,"5,79",100,34,5,"$6,06","$6,54","$460,52","5,18","5,00","92,95%",FIFO,Low Stock,0,02/09/2025,"-7,79%","76,88%",Promotional item
SKU0226,Meat Product 470,Meat,A,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH4881,15/04/2025,27/03/2025,30/04/2025,147,446,78,27,1,2,"39,58",836,"11,27",238,80,4,"$6,34","$7,06","$2.826,61","2,66","11,00","79,95%",FIFO,Expiring Soon,2,17/06/2025,"-8,05%","75,33%",
SKU0227,Bakery Product 141,Bakery,C,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH3869,11/04/2025,02/03/2025,18/04/2025,151,17,3,5,1,3,"3,04",110,"5,59",12,6,2,"$3,40","$3,37","$57,74","5,36","3,00","89,88%",FEFO,Expiring Soon,-3,30/06/2025,"-1,23%","72,89%",
SKU0228,Personal Product 483,Personal Care,A,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH7821,20/06/2025,25/05/2025,16/05/2030,81,139,68,32,0,0,"22,98",600,"6,05",178,63,5,"$21,15","$19,11","$2.940,49","4,96","7,00","84,85%",FIFO,Low Stock,-3,02/08/2025,"0,24%","70,98%",
SKU0229,Beverages Product 243,Beverages,A,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH3365,25/06/2025,05/05/2025,13/06/2030,76,448,180,47,0,0,"74,47",1.804,"6,02",336,113,3,"$6,41","$5,83","$2.872,67","4,99","37,00","92,52%",FEFO,In Stock,0,02/09/2025,"-4,52%","74,90%",
